"","Speaker","Text","Scene","Episode","line_order_in_episode"
"6456","thomas"," I take orders from Major Clarkson. He runs this place on behalf of the army medical corps.",41,"02x04 - Episode Four",400
"6457","mr bates"," Yet another reason to pray for peace.",41,"02x04 - Episode Four",401
"6458","mr bates"," I heard about William from His Lordship. And Captain Crawley.",41,"02x04 - Episode Four",402
"6459","anna bates"," I'm sure they're all right.",41,"02x04 - Episode Four",403
"6460","mr molesley"," Sorry I'm late. Has the dressing gong rung yet?",41,"02x04 - Episode Four",404
"6461","mrs hughes"," You're not late, Mr Molesley, but er--",41,"02x04 - Episode Four",405
"6462","mr carson"," Mr Bates is back, and you reminded me I better ring it now.",41,"02x04 - Episode Four",406
"6463","mr molesley"," Are you staying for good?",41,"02x04 - Episode Four",407
"6464","mr bates"," I'd need a crystal ball to answer that, but I'll stay for now. Have you been standing in for me?",41,"02x04 - Episode Four",408
"6465","mr molesley"," I was going to starting tonight, yeah.",41,"02x04 - Episode Four",409
"6466","mr bates"," Then you'll be relieved to see me.",41,"02x04 - Episode Four",410
"6467","mr molesley"," Oh, tremendously.",41,"02x04 - Episode Four",411
"6468","mr bates"," What's that?",41,"02x04 - Episode Four",412
"6469","mr molesley"," It's a new kind of shoehorn. I bought it for His Lordship.",41,"02x04 - Episode Four",413
"6470","mr bates"," That's very kind of you, Mr Molesley, thank you.",41,"02x04 - Episode Four",414
"6471","thomas"," Daisy, fetch me some more tea.",41,"02x04 - Episode Four",415
"6472","daisy mason"," Thomas, I've got dinner--",41,"02x04 - Episode Four",416
"6473","thomas"," Hot this time, and it's Sergeant Barrow to you.",41,"02x04 - Episode Four",417
"6474","miss o'brien"," Watch yourself, Mr Bates. Thomas is in charge now, and it won't do to get on the wrong side of him.",41,"02x04 - Episode Four",418
"6475","mr bates"," Is there a right side?",41,"02x04 - Episode Four",419
"6476","cora, countess of grantham"," Oh, I don't believe it. Why would she sell food to Mrs Bird? It makes no sense.",42,"02x04 - Episode Four",420
"6477","miss o'brien"," Well, I can't confirm the details of the arrangement. Maybe they both sell it and divide the proceeds. Either way, I felt you should know.",42,"02x04 - Episode Four",421
"6478","cora, countess of grantham"," Have you said anything to Mrs Hughes or Carson?",42,"02x04 - Episode Four",422
"6479","miss o'brien"," I've tried with her, but there's none so blind as them that will not see.",42,"02x04 - Episode Four",423
"6480","cora, countess of grantham"," I'm curious. Next time, come and fetch me.",42,"02x04 - Episode Four",424
"6481","lady sybil"," So, Bates is back. Papa must be pleased.",43,"02x04 - Episode Four",425
"6482","tom"," And Mr Carson won't be sorry.",43,"02x04 - Episode Four",426
"6483","lady sybil"," Branson, there's something you ought to know. I've told Mary.",43,"02x04 - Episode Four",427
"6484","tom"," I see. Well, that's me finished then. Without a reference.",43,"02x04 - Episode Four",428
"6485","lady sybil"," No, she's not like that. You don't know her. She wouldn't give us away.",43,"02x04 - Episode Four",429
"6486","tom"," But you won't encourage us?",43,"02x04 - Episode Four",430
"6487","lady sybil"," No. Why are you smiling? I thought you'd be angry.",43,"02x04 - Episode Four",431
"6488","tom"," Because that's the first time you've ever spoken about ""us"".",43,"02x04 - Episode Four",432
"6489","tom"," If you didn't care, you would've told them months ago.",43,"02x04 - Episode Four",433
"6490","lady sybil"," Oh, I see. Because I don't want you to lose your job, it must mean I'm madly in love with you.",43,"02x04 - Episode Four",434
"6491","tom"," Well, doesn't it?",43,"02x04 - Episode Four",435
"6492","lady sybil"," You say I'm a free spirit, and I hope I am. But you're asking me to give up my whole world and everyone in it.",43,"02x04 - Episode Four",436
"6493","tom"," And that's too high a price to pay?",43,"02x04 - Episode Four",437
"6494","lady sybil"," It is a high price. I love my parents, you don't know them. And I love my sisters and my friends.",43,"02x04 - Episode Four",438
"6495","tom"," I'm not asking you to give them up forever. And when they come around, I will welcome them with open arms.",43,"02x04 - Episode Four",439
"6496","lady sybil"," And what about your people? Would they accept me? And what about my work?",43,"02x04 - Episode Four",440
"6497","tom"," What work? Bringing hot drinks to a lot of randy officers? Look, it comes down to whether or not you love me. That's all. That's it. The rest is detail.",43,"02x04 - Episode Four",441
"6498","mr bates"," I've written to Vera spelling out the case and how she cannot win it. Then I have told her I will be generous if she will cooperate.",44,"02x04 - Episode Four",442
"6499","anna bates"," But you're ready to give her everything. Because I am.",44,"02x04 - Episode Four",443
"6500","mr bates"," Whatever it takes, I want a clean break and not an open wound if we can just be patient a little while longer.",44,"02x04 - Episode Four",444
"6501","mr bates"," We shouldn't be outside. It's cold.",44,"02x04 - Episode Four",445
"6502","anna bates"," I'll be patient and bear anything. Except for you to go away again.",44,"02x04 - Episode Four",446
"6503","mr bates"," No. It's done. You're stuck with me now. For good an proper.",44,"02x04 - Episode Four",447
"6504","lady edith"," There's something you ought to know. Papa said not to tell you, but I don't think he's right.",45,"02x04 - Episode Four",448
"6505","lady mary"," Go on.",45,"02x04 - Episode Four",449
"6506","lady edith"," Matthew's missing. He was on patrol and he's just sort of...vanished. Papa hasn't told anyone. Not even Mama. I only know because I was there when he found out. It didn't seem right to keep you in the dark.",45,"02x04 - Episode Four",450
"6507","lady edith"," I'm not trying to upset you, truly.",45,"02x04 - Episode Four",451
"6508","lady mary"," For once in my life, I believe you.",45,"02x04 - Episode Four",452
"6509","anna bates"," They've told you, then.",45,"02x04 - Episode Four",453
"6510","lady mary"," Do they all know downstairs?",45,"02x04 - Episode Four",454
"6511","anna bates"," William's missing, too. I think everyone knows except Her Ladyship.",45,"02x04 - Episode Four",455
"6512","lady mary"," I wish Edith had left it till the morning. I could've faced it all with one more night of sleep.",45,"02x04 - Episode Four",456
"6513","mrs patmore"," Daisy, spoons! Unless they're to drink directly from the bowl.",46,"02x04 - Episode Four",457
"6514","mr molesley"," Oh, oh.",46,"02x04 - Episode Four",458
"6515","mrs bird"," Do you think we have enough?",46,"02x04 - Episode Four",459
"6516","mr molesley"," Oh, you'll feed about fifty, I reckon.",46,"02x04 - Episode Four",460
"6517","mrs bird"," You got some more?",46,"02x04 - Episode Four",461
"6518","mrs patmore"," Yeah, that's the reckon.",46,"02x04 - Episode Four",462
"6519","mr molesley"," Yeah, there's plenty there.",46,"02x04 - Episode Four",463
"6520","mrs bird"," ...vegetable one...",46,"02x04 - Episode Four",464
"6521","mr molesley"," You won't have to feed a vegetable one..",46,"02x04 - Episode Four",465
"6522","cora, countess of grantham"," May we come in?",46,"02x04 - Episode Four",466
"6523","mrs patmore"," Your Ladyship. What a surprise.",46,"02x04 - Episode Four",467
"6524","cora, countess of grantham"," O'Brien seemed to think that you and Mrs Bird were engaged in a commercial venture of some sort, so I came to see for myself.",46,"02x04 - Episode Four",468
"6525","mrs bird"," We are not, Your Ladyship.",46,"02x04 - Episode Four",469
"6526","cora, countess of grantham"," I agree, that's not what it looks like.",46,"02x04 - Episode Four",470
"6527","mrs patmore"," We feed these men once a week, and I'm not ashamed of it. I--I'll be back before luncheon at the big house.",46,"02x04 - Episode Four",471
"6528","cora, countess of grantham"," I'm sure. But is it true they're fed from our kitchens?",46,"02x04 - Episode Four",472
"6529","daisy mason"," Only the stuff the army gives. They are soldiers.",46,"02x04 - Episode Four",473
"6530","miss o'brien"," What did I tell you?",46,"02x04 - Episode Four",474
"6531","mrs patmore"," Daisy's right. We only use the food the army pay for, and all the men have served their country.",46,"02x04 - Episode Four",475
"6532","cora, countess of grantham"," In future, I would prefer it if you would use food paid for by the house. I don't want the army to accuse us of mismanagement.",46,"02x04 - Episode Four",476
"6533","miss o'brien"," You mean, you're going to let them get away with it?",46,"02x04 - Episode Four",477
"6534","cora, countess of grantham"," Oh, more than that, I'm going to help them. And so are you. Molesley.",46,"02x04 - Episode Four",478
"6535","mr molesley"," Ma'am.",46,"02x04 - Episode Four",479
"6536","cora, countess of grantham"," If you'd bring that table over, I suggest we divide the food. Then we can form two lines and it will go faster.",46,"02x04 - Episode Four",480
"6537","cora, countess of grantham"," O'Brien, you can manage the bread.",46,"02x04 - Episode Four",481
"6538","cora, countess of grantham"," Daisy.",46,"02x04 - Episode Four",482
"6539","daisy mason"," Of course, milady.",46,"02x04 - Episode Four",483
"6540","cora, countess of grantham"," What is it?",46,"02x04 - Episode Four",484
"6541","mr molesley"," Beef stew, ma'am.",46,"02x04 - Episode Four",485
"6542","daisy mason"," Stand over right there.",46,"02x04 - Episode Four",486
"6543","dr clarkson"," Sergeant, one moment.",47,"02x04 - Episode Four",487
"6544","dr clarkson"," I hear you're becoming mighty imperious in your manner with the staff here. Er, Daisy in particular. Just because you're a poacher turned gamekeeper, there's no need for rudeness.",47,"02x04 - Episode Four",488
"6545","thomas"," No, sir.",47,"02x04 - Episode Four",489
"6546","dr clarkson"," So, mind what I say.",47,"02x04 - Episode Four",490
"6547","dr clarkson"," Carry on.",47,"02x04 - Episode Four",491
"6548","dr clarkson"," I've done as you've asked, Mrs Hughes. I think Barrow has taken it on board.",47,"02x04 - Episode Four",492
"6549","mrs hughes"," He's getting grander than Lady Mary and that's saying something.",47,"02x04 - Episode Four",493
"6550","dr clarkson"," Lady Grantham.",47,"02x04 - Episode Four",494
"6551","cora, countess of grantham"," Hello, Dr Clarkson.",47,"02x04 - Episode Four",495
"6552","miss o'brien"," It was Bates. I saw him watching you. He must've gone straight to the Major and sneaked on you the moment your back was turned.",48,"02x04 - Episode Four",496
"6553","thomas"," Oh, well. Some things never change.",48,"02x04 - Episode Four",497
"6554","miss o'brien"," Don't worry. He's more vulnerable than when he was last here.",48,"02x04 - Episode Four",498
"6555","thomas"," Why?",48,"02x04 - Episode Four",499
"6556","miss o'brien"," Because we know more. That's why.",48,"02x04 - Episode Four",500
"6557","cora, countess of grantham"," Why haven't you told me till now?",49,"02x04 - Episode Four",501
"6558","robert, earl of grantham"," I'm not sure. Perhaps I envied your ignorance.",49,"02x04 - Episode Four",502
"6559","cora, countess of grantham"," I'm not giving up hope. Not yet.",49,"02x04 - Episode Four",503
"6560","robert, earl of grantham"," Nor me, of course. But I think we should start to prepare.",49,"02x04 - Episode Four",504
"6561","cora, countess of grantham"," Isobel doesn't know.",49,"02x04 - Episode Four",505
"6562","robert, earl of grantham"," I haven't been able to reach her.",49,"02x04 - Episode Four",506
"6563","cora, countess of grantham"," Have you said anything to Mary?",49,"02x04 - Episode Four",507
"6564","lady mary"," Edith's already told me.",49,"02x04 - Episode Four",508
"6565","robert, earl of grantham"," Has she?",49,"02x04 - Episode Four",509
"6566","robert, earl of grantham"," Well, I suppose it was too tempting to resist.",49,"02x04 - Episode Four",510
"6567","lady mary"," Oddly enough, I don't think she was trying to make trouble.",49,"02x04 - Episode Four",511
